,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
243,给送每一个AI创业者的避坑指南,叫我峰兄,北京,2023-05-14T22:20:06.590+0800,12554,349,https://articles.zsxq.com/inline_form/id_02dga1naw2t2.html,22,0
244,我用chatGPT十分钟给2500家连锁店做了套系统,叫我峰兄,北京,2023-05-14T22:17:28.580+0800,10961,142,https://articles.zsxq.com/inline_form/id_8oqdtvw6axft.html,22,0
245,"如何用好ChatGPT，10倍提升输出效果🎉

大家好，我是潘达。

之前直播连麦洋哥，说让我要好好分享；

当时答应的爽快，哪知...[捂脸]（手动深呼吸），还是用心写了这篇长文。

今天Zelin AI 3.0上线了，在2.0依旧有一些朋友还没有构建自己的应用

这次不仅帮你快速追上别人的脚步，一文读懂各种方法，10倍提升输出效果，更接近你的预期。

建议电脑打开，请大家移步飞书：

<e type=""web"" href=""https%3A%2F%2Fd830ayi6qs.feishu.cn%2Fdocx%2FDZl5dJdOYodPgpxhuGVcdVDxn6e%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fd830ayi6qs.feishu.cn%2Fdocx%2FDZl5dJdOYodPgpxh..."" />",潘达,美国,2023-05-10T15:08:23.374+0800,14432,513,,15,0
246,"《Midjourney从0到1系统教程》

我是生财船长，承诺大家的连载Midjourney教程来了。通过2个月的学习和实战，整理成超详细的图文教程（还在更新），框架如下：

1. Midjourney 快速入门：账号注册、基础知识；
2. Midjourney 进阶操作：Midjourney 提示词结构（Prompt）、Midjourney 指令合集、Midjourney 参数合集；
3. Midjourney 绘图技巧：一些常见且实用的操作技巧，能够直接复制应用于项目；
4. Midjourney 关键词分享（带图片）：实时更新前言、有趣、有料的小红书博主帖子；
5. Midjourney 关键词分享（纯文字）：一份关键词库，在网络公开咒语的基础上进行优化；
6. Midjourney 协助工具：提供便捷协助工具，以更高效、高质满足绘图需求；
7. Midjourney 常见问题：将群友、球友、小红书等常见问题收集，做成合集，方便查看；
8. Midjourney 网址导航：跟AI绘画相关的网址合集，方便快速查找；
9. 小红书优质博主推荐：提升审美和技巧，大家可根据自己感兴趣的内容及教程关注学习；
10. bilibili优质教程推荐：提升AI绘画操作技能，大家可根据自己感兴趣的内容及教程关注学习。

拓展：系列更新完后，如果大家学习热情高，我再来继续连载，分享我的AI绘画实战案例。",潮玩东ZBrush,广东,2023-05-09T23:59:53.358+0800,3825,59,,23,1
247, 绝对实操：ChatGPT API + 自动化提高生产力+变现,生财王子,浙江,2023-05-08T10:45:44.197+0800,12248,302,https://articles.zsxq.com/inline_form/id_2jn7k1gzc65i.html,10,0
248,如何利用 ChatGPT 辅助写作,闫小林,河南,2023-05-06T10:49:17.336+0800,18195,524,https://articles.zsxq.com/inline_form/id_9xwa8p22hqhe.html,10,0
249,如何用ChatGPT， 每天自动批量产出100+条爆款短视频,🍀刘驴💥,浙江,2023-05-05T15:46:11.131+0800,15976,414,https://articles.zsxq.com/inline_form/id_e74ag3spe7d2.html,15,0
250,"刚才一个来自日语小语种文科生的提问，问题是文科生能不能学会AI之类，我回答了半天，结果发送的时候问题被删了。

写的很辛苦，问题也很典型，所以我把我的回答发出来：

AI时代，大部分人都被拉回到同一起跑线，不分文理。

和AI相处之道核心是灵感和如何提问，其次才是工具的使用。

工具使用花点苦功夫把星球顶部左侧的新手引导和系列入门课程看完问题就不大了，另外记得领取我们给会员的福利：ZelinAI PRO一年的使用权，外面这种能聊天的就收费全年399，ZelinAI还支持你自己训练提词并固化发布成应用。另外我们还在研发一套入门ChatGPT的音视频课程，届时会免费送给所有会员。

入门后你应该掌握了如何对AI提问，这之后积极的把AI工具应用到你的工作和生活中，这是第一阶段，这个阶段你就已经比很多人强了，按现在的比例估计是比99%的人强。

后面更精彩的部分不一定要强求自己达到，但可以去经历去体会，比如我们后面要举办的AI大航海，带着大家做应用，做副业。你可以报名参加不一定要做出成绩，有的时候参与也是一种胜利。

更重要的是：在AI时代不断寻找灵感，不断对AI提问的能力，保持好奇心，给自己更多可能性。",findyi,北京,2023-04-30T01:42:18.373+0800,17937,304,,1,0
251,0代码基础小白使用ChatGPT做出一款谷歌全屏截图插件的全过程,阿强,广东,2023-04-27T01:45:11.463+0800,20783,433,https://articles.zsxq.com/inline_form/id_grll0r3ej4uk.html,1,0
252,"最近见了不少大佬和创业者，对AI能改变的行业和能做的方向有了一些新的认知，当然我不会谈大模型那种几万亿甚至几十万亿的机会，那压根就不是我们的机会。

我聊的是我们这些屌丝们的机会。其中有些是我的想法，有一些是大佬们的想法，大家可以参考下：

1.大部分成人课程都值得用AI重新做一遍

比如我就在考虑用ChatGPT+MJ做出一套AI+名师的写作课。

写作课这个东西没有AI之前其实是伪命题，或者说你很难教会其他人写作，成长路径太长。

有了ChatGPT，人人都可以是写作高手，再配上名师的标题+观点+引流方法论，不光能把文章写出来，还能获得私域打造个人IP。

同理其他的职场课、副业课都可以用这个逻辑做一遍。

2.社群、销售、客服等效率的提升小模型有机会

这是个Tob的生意，每一家公司都有自己独特的SOP，这里面有小模型的机会。

同时现在的群控及分析工具很呆板，怎么解决个性化和用户数据自动分析，大模型工具简直太适合了。

当然Tob的生意做起来很慢，但值得尝试。

3.AI工具和插件、硬件结合后的一体化产品

比如昨天我直播过程中有会员连麦的那个陪伴型娃娃，不光陪伴还能分析小孩学习成长心理等方面。这个需要软硬一体化，能做出来绝对惊艳。

另外单纯插件和大模型的结合的点非常非常多，比如我分享过的外教助手，再比如代码转换器，这种都是细分机会，国外巨头公司都收购了好多插件。

4.娱乐&数字化方向

AI的拟人化就能带来很多想象空间，比如数字人和ChatGPT的结合、再比如虚拟女友、虚拟宠物之类，这个领域短平快，爆点很多。

5.最后一点不是方向是建议

小模型固化后的应用现在很容易火，但因为你懂的原因，大火就会xxx。所以建议创业者先做，但同步积累私域保存产品备份，然后静待可商用的国产大模型或者安全通道的出现。

这里的可商用应该介GPT2.0-3.5之间，不要指望达到3.5的水平，短期不现实，2，3年也未必。

我的判断最长6个月，最快3个月，以上这两种可能一定会有一个实现。

那时候就是你们疯狂冲量起飞的时候，把产品重新适配一遍，然后私域作为第一波量灌入。

现在是一个暗流涌动的阶段，在这个阶段真正想在AI时代淘金成功的创业者必须躬身入局，天天用、天天思考，然后是放大认知、加速执行。

大家有哪些想法也欢迎补充。",findyi,北京,2023-04-27T00:22:36.006+0800,20056,361,,0,0
253,"再见，网易！

这三年收获巨大，操盘了年收入10个亿的业务，团队获得了网易有道各种奖励，也获得了网易集团创新奖。

但创业者最终的归宿依旧会是创业，创业者最可贵的品质应该是：经历无数打击和挫折后，依旧保持初心和梦想。

毕竟我们都只能活一次。

AI我来了，这次我带着大家一起All in了！",findyi,北京,2023-04-25T16:48:02.062+0800,14452,377,,16,0
254,"我们马上1.6万会员了，这个增长速度也超过了我的预期，压力山大、责任深重，我尽全力用心服务好每一个会员。

这里也说下星球后续规划，全文较长请耐心阅读：

1.学习探讨分享依旧是现阶段的重心

星球本身就需要一段时间才能玩会，AI工具更是这样，目前新会员还占比很大，需要有一个学习期。

大家多关注顶部的系列课程的更新，作业也可以尝试做起来。

另外鼓励已经有成果的会员积极分享，一旦分享被星球管理标记为精华或优秀学员案例，我个人奖励66.6元红包。

钱不多，是一份心意。

2.大咖直播会越来越精彩

随着我们影响力增大，加上我的基础人脉，我们能请的大佬直播的咖位会越来越高，这个大家尽管期待。

节后我们邀请了某大厂AI团队负责人、高途首席安全官（目前在攻AI安全）、老熟人强哥，还有我，我们四个人给大家做一个私密圆桌峰会。

这些嘉宾出场费都是过万的，但这个钱花的值得！

相关海报和预告本周发出。

3.关于AI大航海

我们团队已经成立了调研小组，开启各个方向的探索，包括应用创业、AI副业、AI自媒体等等。

但第一次举办实践活动，并且是用最前沿技术带领大家去实践。我们绝不能砸招牌，要让一部分人有成果，这个难度和压力很大很大。

另外我们还需要在星球发掘优秀学员来一起担任领航员，全靠我们几个全职员工累死估计都搞不定。

还有就是我们的新人太多，一定要帮大家渡过学习期。

4.关于ChatGPT音频视频课程

正在研发这个课程，很费人力物力。这个对外是付费的，但会免费送给大家，作为额外的福利让大家更好的学习，争取交付超预期的价值给到大家！

这个社群我要做10年，我也会持续在AI时代探索10年，更希望大家能支持我10年！

这是一个很难实现的目标，但我会全力去实现它！",findyi,北京,2023-04-25T00:08:39.855+0800,15026,414,,0,0
255,我做的AI律所：不仅律师自发传播，竟然还吸引了大佬王小川？,台风-2号,浙江,2023-04-24T23:49:44.756+0800,13979,416,https://articles.zsxq.com/inline_form/id_oug13ip9vtht.html,23,0
256,做到人人都可以配置思科华为网络设备,杨其顶,北京,2023-04-24T22:47:29.790+0800,12953,165,https://articles.zsxq.com/inline_form/id_zmf3znx804uo.html,22,0
257,Midjourney之logo设计,小潘,广东,2023-04-24T18:03:25.690+0800,12957,281,https://articles.zsxq.com/inline_form/id_umhv32ba8sj2.html,18,0
258,"【新手指南】查看入口

欢迎大家来到  ChatGPT&AI破局俱乐部，在这里我们将带领大家一起用AI破局，一起利用AI创富！

【ChatGPT&AI破局俱乐部】目前是星球头部最大的AI社区，仅30天就突破了1.6万会员数，打破星球最快增速记录，它是由易洋（360、腾讯、网易等大厂的部门负责人）主办，多个大佬联创的知识星球，嘉宾咖位极其豪华，如：梅花创投创始人吴世春、三节课联合创始人黄有璨和坐拥抖音500万粉丝博主蛋解等一众知名大咖。

在这个星球上，我们将为您提供完整的社区服务和丰富完善的课程体系，我们目前共有13个专栏，50+课程，社区成员极其活跃，已成为同类中的top。我们当前的目标是要让大家认识AI，学会AI，后面还要继续带着大家一起利用AI创富，新的技术革命已经到来，我们将带领大家共同开启逆袭、创富之路。

点击以下飞书文档链接

查看新人手册
<e type=""web"" href=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fdocx%2FVeDcd1SIhooZOdxLanjcq85nnDc"" title=""https%3A%2F%2Fd16rg8unadx.feishu.cn%2Fdocx%2FVeDcd1SIhooZOdx..."" />",阿国@AI破局俱乐部,浙江,2023-04-24T15:56:53.624+0800,13767,170,,15,0
259,"<e type=""hashtag"" hid=""28885111111551"" title=""%23%E5%BC%80%E5%8F%91%E4%BA%A4%E6%B5%81%23"" /> 上周就开始学习 Auto-GPT 的玩法，可惜忙到今天才有空录制了个 Auto-GPT 傻瓜式上手教程，使用云托管服务 gitpod 做安全的 Auto-GPT 部署并用 AI 生成一个网站。

视频教程：<e type=""web"" href=""https%3A%2F%2Fwww.bilibili.com%2Fvideo%2FBV1ho4y1b75o"" title=""AutoGPT%E5%82%BB%E7%93%9C%E5%BC%8F%E4%BD%BF%E7%94%A8%E6%95%99%E7%A8%8B%2B%E7%9C%9F%E5%AE%9E%E4%BD%93%E9%AA%8C%EF%BC%81_%E5%93%94%E5%93%A9%E5%93%94%E5%93%A9_bilibili"" />
文字教程：<e type=""web"" href=""https%3A%2F%2Fmp.weixin.qq.com%2Fs%2FoeUIDS0mDPTteIwOH7IRaQ"" title=""%E7%82%B8%E8%A3%82%E7%9A%84+AutoGPT%EF%BC%8C%E5%B8%AE%E6%88%91%E5%81%9A%E4%BA%86%E4%B8%AA%E7%BD%91%E7%AB%99%EF%BC%81"" />

在咱们星球多分享一些扩展内容：
1. Auto-GPT  的随机性非常强，我这几天跑过很多次任务，发现即使用完全一样的指令和操作，得到的结果也可能完全不同。这就导致了我的文字教程和视频教程的网站生成结果完全不同，非常尴尬。
2. 虽然说 Auto-GPT 能够自动完成工作，但是仍需要大量的人工干预，而且我感觉它对人的要求比 ChatGPT 更高。可以这么理解，以前你问 ChatGPT 只是一个问题（类似于找外包），目标相对明确，一次性交付；但现在你用 Auto-GPT 相当于雇了个全职员工，管理难度更大。
3. Auto-GPT 目前对国内不太友好，中文支持度很低，但仍然可以利用它生成中文诗词，建议大家配合谷歌翻译使用。也有开发者提了两个代码 PR 来支持中文，不过我本人还没验证有效性，感兴趣的同学可以试一试：<e type=""web"" href=""https%3A%2F%2Fgithub.com%2FSignificant-Gravitas%2FAuto-GPT%2Fpull%2F1880%2Ffiles"" title=""Add%2Bai_output_language_code%2Benv%2Bconfiguration%2Badd%2B..."" />、<e type=""web"" href=""https%3A%2F%2Fgithub.com%2FSignificant-Gravitas%2FAuto-GPT%2Fpull%2F1781%2Ffiles"" title=""Add%2BSEARCH_LANGUAGE_CODE%2Benv%2Bconfiguration%2Band%2Bsup..."" />
4. 作者不建议轻易开 Auto-GPT 的连续模式，因为这货很有可能为了达到目的，删除你本地的文件（视频中有演示到）；而且它有可能死循环，我的一个 key 就被耗光了。
5. 我目前选择放弃使用 Auto-GPT，因为自己实测下来，可能有 30% - 50% 的步骤都是多余的，我甚至有种本来是为了解决问题，结果现在需要 “哄” 它帮我解决问题的感觉。

总结：实验性项目，大家玩玩就好，别投入太多精力。",鱼皮,上海,2023-04-24T00:38:44.745+0800,14244,253,,0,0
260,"我离职All in AI啦！

原计划周二离职后公众号发文宣布的，但星球会员兄弟姐妹们未来就是我的基本盘了，必须先通知大家。

我现在是网易一个部门的负责人，在公司也带小100人团队（包括双线汇报的小伙伴），这个星球上也有好多我的同事。

在网易快三年了，最近还刚刚晋升了，我打工收入应该能超过很多小企业主，但这次我真的感受到了时代的召唤。

一切缘起于使用了GPT4.0，一个多月前体验完我只有一个念头：AI将颠覆我们现在的大多数事物！

或躬身入局、或隔岸观火、或抵触时代洪流。每个人在这个人类的分叉路口都有这三种选择。

我选择了义无反顾投入时代洪流，哪怕再次被击打得体无完肤我也不后悔，我曾经创业失败过三次，深知创业的艰难和痛苦。

是的我把我们的星球当作一份事业在做，它和大家是我投入这个时代的最佳方式。

这30天一路走来经历了急速狂奔、经历了痛苦抉择、经历了一个个失眠的夜晚。

这30天让我更加笃信AI就是最大的未来，无论是App还是各种软件，甚至是在线教育都将用AI重新做一遍！

谁不拥抱趋势就会被淘汰！

未来的很多年我将和大家一起探索时代的旋律。

我提了离职、我快速招募了5名志同道合的小伙伴、我们的星球马上1.6万人、我们的课程的得到了巨头公司的青睐马上合作发布、我被清华经管邀请过去演讲。

这些事情都发生在短短30天。

不敢想象1年后我们会做成哪些事，AI大航海、AI协会和大佬直播、AI创新大赛，这些我都在规划，并全力去实现。

每个人一辈子最多能赶上1-2次风口而每个人也只能活一次！

这一次我将带着三次创业失败的经历重塑自己，把我们社群做成常青树。

最后预告下下期大佬直播：我请来了一个大厂AI团队的技术负责人在节后给大家做一次圆桌访谈和AIGC解密，这位大佬出场费就是好几万，希望届时能让大家有收获！

这一次我们在一起！一定不辜负这个时代！",findyi,北京,2023-04-24T00:08:03.548+0800,12552,402,,0,0
261,"大家好，我是元峰。正在努力拥抱AI，争取不被淘汰哈。
刚打开自己星球名片看了一下，已经加入星球19天了，发了17条帖子，遗憾的没有做到日更，整个过程中呢也是推荐了40多位小伙伴进入星球。下面做个简单分享。

其实我接触ChatGPT比较早，应该1月份的时候就在推特上看到有人再用，我也很快就注册体验了，震撼到我了，脑子里有个想法就是，人工智障开始变智能了。当时还在公众号写了文章介绍了这玩意，自己写文章时已经开始寻求它的帮助了。
结果，2月份开始，我开始被ChatGPT信息完全覆盖，直觉告诉我，这里面有货，得开始琢磨琢磨。所以，每天除了被动刷到一些信息，也会主动寻找一些机会。这不就来了，有一个ChatGPT的培训课，果断就进入了，不仅自己学习，也会去分销。结果没想法一篇公众号文章破万阅读，给我带来了很大流量。
然后后面才发现咱们星球，当时其实星球吸引我的地方在于这里面大厂的程序员大佬很多，程序员肯定是做产品最快的也是嗅觉比较高的，进来之后能优先体验产品，比如咱们的 ZelinAI。因为我自己也会捣鼓一些应用，比如前几天发的跟着教程把ChatGPT接入小爱，midjourney绘图的提示词和成果，ChatGPT相关最新资讯都会发布在公众号和视频号上，每篇文章结尾把星球推广信息带上(图2，图3)，争取保证日更。其次，朋友圈必须得发，肯定在观望的，指不定哪条信息就触动到对方了。
然后逐渐的会有人来关注公众号，加的微信好友也起来了，做ChatGPT这段时间粉丝增长量是过去半年总数。有内容，有流量之后再去推荐产品就顺理成章。
结合我目前分销经验来看，一是大家都愿意跟着专业的老师学习，而且很多人会有心理障碍，怕自己学不会，得找个懂得人来指导。而我，能匹配个七七八八，公众号会分享一些内容干货，私信我解决遇到的问题，90%都帮助解决掉，建立信任之后，就会有人来购买我推荐的产品。

其实很多人都会关心一个问题，如何通过ChatGPT来赚钱。我一般是这么回答的：
“这么说哈，ChatGPT他是个工具，不能直接变现。但是通过他可以做很多事情，比如可以最一些小项目比如百度问答，AI绘画等等之类的，关键你要结合自己的擅长点，节约时间提升效率，达成变现的目的。
如果直接想用ChatGPT来变现：
1. 卖号的也赚了大几万的人
2. 做知识付费，培训教授如何使用ChatGPT
3.这些市面上的课都有分销，别人把平台搭好，自己跟着卖就行
4.长期性的，用ChatGPT帮自己处理日常工作，间接性为自己加薪，只是反馈没那么快。”(图6)

挺早之前咱们星球有伙伴提问过一个问题，就是如何通过ChatGPT赚钱，我记得洋哥当时回答就是，从分享咱们星球开始。

没错，我就是这么做的，从2月份开始做的就是分销社群，分销星球。到现在变现是普通上班的好几倍，虽然还没什么大结果，但是已经获得了不错的正反馈，足矣让我继续在这个赛道深耕。
而且咱们星球卖点这么多：
    1.光那些嘉宾的身份，都足够好几个门票钱了，没有这个平台，很难接触到这些大佬的干货分享
    2.咱们的课程，已经有那么多系列，涵盖方方面面
    3.作业手把手的教程，跟着做还能拿洋哥红包
    4.商业案例分享，变现思路一堆，自己跟着操作，也会有收获。
所以，要在ChatGPT或者AI领域变现，还是得发掘自己的擅长点，找到自己的优势，然后相结合。关键的还是执行力！ChatGPT不仅仅是理论，更注重的是实践。现在把工具熟练掌握了，接下来的星球大航海，就是搞钱的大好时机。
以上呢，就是我是如何分享咱们星球以及通过ChatGPT变现是思路，希望对大家有帮助。<e type=""hashtag"" hid=""51112888888114"" title=""%23%E5%89%AF%E4%B8%9A%E5%8F%98%E7%8E%B0%23"" /> <e type=""hashtag"" hid=""28885111111811"" title=""%23%E5%86%85%E5%AE%B9%E5%88%86%E4%BA%AB%23"" />",元峰,甘肃,2023-04-23T22:07:16.084+0800,10893,113,,22,1
262," 内容分享  
分享一个(AI工具+数字人)变现的实操案例，今年2月份开始的，2个月赚了5万多，不算很多，但是作为副业相对可观。此项目个人觉得有几点价值:1.可以在原有执行流程的基础上提高效率和降低成本。2.技术还需在不断升级和完善，但对于做店播的商家和只有几个人的小团队来讲可降低不可控风险，降低人力成本。3.可将时间变成多份，无需出镜的人在场。实操方法如下:

第一步:确定行业和客户群体
之前我主要从事新媒体及抖音本地生活业务，客户主要偏向小微企业和本地吃喝玩乐的商家。这两波群体有一个共同的痛点问题:想做短视频，没有专业的团队，请专业的团队费用和时间成本都很高，老板想自己出镜，表现力又不足。

第二步:制定针性方案梳理流程
根据这两波群体，我先从本地生活的旅游景区进行。聊了几个之前已经在合作有信任度的商家达成合作，谈好分成。

第三步:打样
考虑到数字人短视频和直播前期是有成本的，很多商家都不想做第一个尝试的人。因为是朋友拿的代理，有一定优惠价，前期这块的成本自己承担了。然后和商家以纯拥的方式进行合作，谈好佣金，组好品，定好执行计划和方案就开始弄了。(朋友这边因为是市级代理，有现成的案例，考虑到自己也是才接触此类产品，自己就亲自走了一遍操作流程)

第四步:建立私域进行流程化和模块化
定好项目价格，整理好合作的数据和案例库、执行中遇到的问题、同时优化项目流程，以便在进行和客户沟通时提升客户的信任度。

第五步:寻找共同的朋友做乘法解决更难的问题创造更大的价值
一个人可以走的很快，但是一群人才能走的更远。
（注:以下是部分和商家共同合作的数据）",同人于野,美国,2023-04-23T13:48:35.458+0800,13375,234,,13,0
263,"为什么我们必须加速学习及应用AI工具？

我前几天直播的时候说过一段关于人生成就大小的事情，核心就四点：

1.成为一个简单可依赖的人
2.告别等靠要
3.取得他人信任（包括老板）
4.提升单位时间效率

这四点无论是创业还是打工都至关重要，而第四点恰好是前三点的发动机。

没有工作效率你无法在deadline之前交合格的产出、没有学习效率你就需要寻求他人帮助，甚至什么都需要问其他人、没有效率你无法赢得老板和同事的信任。

提升效率其实就两点：能力、工具。能力的提升是漫长且缓慢的，但工具的使用却是触手可及且应该立马去做的。

比如我三年前写第一篇文章同时7天，训练三年后我能在任何场所掏出手机30分钟写一篇2000字的文章，这个过程是能力的提升。

比如我刚进入腾讯写一个模块要几天，工作五年后写一个模块只需要半天。

但现在有了ChatGPT大家只要掌握提词能力都能很快变成30分钟写2000字的猛人、都能变成半天写一个模块的猛人。

这就是工具的意义。

AI时代之前，工具的提效是几倍差距、AI时代之后工具的提效是几十倍上百倍差距。",findyi,北京,2023-04-23T00:02:19.815+0800,12708,210,,0,0
264,如何用ChatGPT做出优雅的视频,阁～烟雨,上海,2023-04-22T23:29:23.228+0800,11232,224,https://articles.zsxq.com/inline_form/id_1bnn93hgxqgf.html,23,0
265,在线问诊系统001--基本完成,杨其顶,北京,2023-04-22T19:09:58.160+0800,12745,220,https://articles.zsxq.com/inline_form/id_6vhlxv0259zf.html,19,0
266,"大家好我叫阿国，90后连续创业者，2017年抓住app流量风口和朋友一起做项目赚到第一桶金,

这个app项目上赚到500万，2018年靠自己在杭州买房。作为一名互联网创业者，感知到ai行业的风口到来和洋哥个人魅力的召唤下，我现在是咱们知识星球的运营也是洋哥的助理，今天我来分享一下如何用chatgpt,文心一言、zelin等AI工具结合百度问答来赚钱。这个百度问一问我是2022年开始操作的，是百度旗下的一个付费问答小程序，用户付费问问题，我们作为答主给出准确优质的答案即可，回答的好还会有复购现象，属于一个长期赚钱项目

现在有了AI工具，我的效率和优质率大大的提高，下面截图是我其中一个账号做问一问项目的收入
项目操作大家点击石墨文档标题：使用AI工具就能赚钱的项目-问一问
查看

另外
大家对ai赚钱感兴趣的可以填写

ai副业赚钱调查表

<e type=""web"" href=""https%3A%2F%2Fjinshuju.net%2Ff%2FMJjIKz"" title=""chatgpt%E7%A0%B4%E5%B1%80%E4%BF%B1%E4%B9%90%E9%83%A8AI%2B%E5%89%AF%E4%B8%9A%E9%A1%B9%E7%9B%AE%E8%B5%9A%E9%92%B1-%E8%A1%A8%E5%8D%95-%E9%87%91%E6%95%B0%E6%8D%AE"" />


<e type=""web"" href=""https%3A%2F%2Fshimo.im%2Fdocs%2F8Nk6MGa0JeIBNGqL%2F"" title=""%E4%BD%BF%E7%94%A8AI%E5%B7%A5%E5%85%B7%E5%B0%B1%E8%83%BD%E8%B5%9A%E9%92%B1%E7%9A%84%E9%A1%B9%E7%9B%AE-%E9%97%AE%E4%B8%80%E9%97%AE"" />",阿国@AI破局俱乐部,浙江,2023-04-22T18:00:10.699+0800,12753,330,,18,0
267,"洋哥的知识星球创建的第2天就加入了，一直以来都是一个小透明，默默地学习大家分享的各种信息，并实践各种各样的AI工具，同时也向自己周边朋友和自己加入的社群群友推荐洋哥的知识星球。目前陆陆续续邀约了大概40位朋友进入知识星球。

能邀约这些朋友进知识星球，无非就是以下几点：

一是洋哥的知识星球里面的确是干货很多，各种大佬嘉宾云集，并提供了孵化的国内可以直接使用的AI产品。本身就是一个非常高质量的社区

二是会在自己加入的群里或者朋友圈中每隔一段时间分享自己的一些想法实践心得，分享一些在知识星球中看到的有趣的信息

三是熟悉一些的朋友或者群友看见了感到好奇，会对他们进行稍作讲解，他们了解后就直接加入星球。而不是那么熟悉的朋友，则会私下针对性地跟他们讲解ChatGPT和AI工具会对他们有什么帮助，能创造什么价值。在建立信任感之后，他们也会根据自身的需求选择加入

最后一点就是洋哥为人实在，除了分佣之外，最重要的是洋哥将自身的经历无私地分享出来，并全心全意地在打造这个ChatGPT社群生态和平台。无论是职场人事还是创业者，在这个社群中深耕，相信都会有属于自己的收获",清风明月,上海,2023-04-22T14:35:55.885+0800,10752,95,,14,0
268,"阿国的AI副业分享要delay到明天了，因为晚上大家都加班到很晚，好几个朋友私信我催稿，别急别急。

先分享下我人生的第二次悬崖时刻和个人IP打造：

彼时是2019年，因为疫情我经历了第三次创业失败，2015年离开360之后我就一直在创业，屡败屡战、屡战屡败吧。

所谓事不过三，第三次失败真的hold不住了，整个人意志消沉、长期失眠，很痛苦。

某一天的深夜，偶然翻到一个大V写的文章，讲诉的是他如何通过公众号涨粉进而打造了超级个人IP，最后又凭借个人IP创业成功的经历。

那一刻犹如电光火石般击中了我：这不就是曲线救国的方案吗？

思考整晚之后第二天就注册了公众号，写第一篇文章记得很清楚耗费了7天时间，写的是在哒哒英语0成本裂变100万用户的经历。

这篇文章发出去后转发了朋友圈和社群，没想到一下就火了，阅读过万，增粉500+。

接下来开始分享创业失败的经历。。没想到也火了好几篇。

可能恰好因为疫情，公众号有个短暂的红利尾巴，我就借着这个尾巴2个月增长到2万粉。

随后一年多时间公众号积累了10万粉丝，到今天已经20万+了。

同时还在知乎起号就用公众号文章去回答问题，现在也有18万粉了。

之所以能去网易做管理也是因为CEO在公司内部论坛转发了我的一篇聊管理的文章。

开启个人IP之路后，很多事情都发生了好的改变。

更自信了、更有沉淀了、更懂得红利和风口的重要性了。

比如知乎，在2021年上半年在大推计算机号主，我就把握了这个小风口从0干到10万+。

如果可能，我建议每一个人都应该想一想如何建立自己的个人IP，或大或小。

因为它永远是你的个人资产，不受他人和公司的限制，因为它能无限放大你的优势。

尤其是现在有了ChatGPT和MJ这样的AI工具，我们完全可以很轻松的去创造个人IP。

最后说一下：后面的AI自媒体大航海我一定会亲自带队，带出几百个中小IP！！",findyi,北京,2023-04-22T00:31:56.042+0800,10630,176,,0,0
269,星球周报 【4.17-4.21】,一个剑,江苏,2023-04-21T16:19:45.943+0800,10949,95,https://articles.zsxq.com/inline_form/id_4hmuc019e1io.html,16,0
