,title,owner,location,create_time,readers_count,likes_count,article_url,hour,recall
42,"想不想一篇文章赚个千儿八百美金？
这里有10个网站，您可以在其中写博客并获得报酬。

1.内容实验室
这个写作平台最多可提供每个博客500美元。
<e type=""web"" href=""https%3A%2F%2Fcontentlab.io"" title=""Technical%20Content%20Marketing%20%7C%20ContentLab%20Home"" />

2.内容涡轮机
该写作网站的每个博客最多可提供150至200美元。
<e type=""web"" href=""https%3A%2F%2Fcontentturbine.com%2Ffreelance"" title=""Content%20Turbine"" />

3.DraftDev
作家的一个著名平台是DraftDev，每篇文章支付780美元。
<e type=""web"" href=""https%3A%2F%2Fdraft.dev%2F"" title=""Technical%20Marketing%20Content%20for%20Software%20Startups%20..."" />

4.digitalocean
写作平台每个博客提供高达$ 400。
<e type=""web"" href=""https%3A%2F%2Fdigitalocean.com"" title=""https%3A%2F%2Fdigitalocean.com"" />


5.海王星 
该网站为每个博客提供高达300至600美元的$ 600。
<e type=""web"" href=""https%3A%2F%2Fneptune.ai"" title=""neptune.ai%20%7C%20The%20MLOps%20stack%20component%20for%20experim..."" />

6. airbyte
该写作平台每篇文章最多可提供900美元。
<e type=""web"" href=""https%3A%2F%2Fairbyte.com%2Fwrite-for-the-community"" title=""Write%20for%20the%20Community%20%7C%20Airbyte%20-%20Open-source%20Da..."" />

7. Circleci
Circleci将为您支付300美元的每本博客。
<e type=""web"" href=""https%3A%2F%2Fcircleci.com%2Fblog%2Ftechnical-authors-program%2F"" title=""Technical%20Authors%20Program%20-%20CircleCI"" />

8. Signozhq
 每个发布的帖子都会向您支付150美元。
<e type=""web"" href=""https%3A%2F%2Fsignoz.io%2Ftechnical-writer-program%2F"" title=""https%3A%2F%2Fsignoz.io%2Ftechnical-writer-program%2F"" />

9. Civocloud
 每个发布的帖子都会向您支付500美元。
<e type=""web"" href=""https%3A%2F%2Fcivo.com"" title=""Civo%20Kubernetes%20-%20Fast%2C%20Simple%2C%20Managed%20Kubernetes..."" />

10. Hasura
Hasura将为您支付300美元的每篇发布的帖子。
<e type=""web"" href=""https%3A%2F%2Fhasura.io%2Fblog%2Fthe-hasura-technical-writer-program%2F"" title=""The%20Hasura%20Technical%20Writer%20Program"" />


本内容来自AI牛人：@hasantoxr
由@比特傻翻译至中文。<e type=""web"" href=""https%3A%2F%2Fx.com%2Fbitfool1%2Fstatus%2F1713531949946667334%3Fs%3D20"" title=""https%3A%2F%2Fx.com%2Fbitfool1%2Fstatus%2F1713531949946667334%3F..."" />

<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" />",元峰,甘肃,2023-10-16T13:41:15.500+0800,1280,21,,13,0
43,公众号爆文写作：一个新号凭什么第一天连发15篇10w+？,台风-AI魔法师,浙江,2023-10-16T11:51:14.319+0800,2775,50,https://articles.zsxq.com/inline_form/id_wurcc6nw1691.html,11,0
44,写作基本功：三个适合新手小白的写作结构！,皮特,浙江,2023-10-16T10:47:27.452+0800,2780,52,https://articles.zsxq.com/inline_form/id_nm0anongwuat.html,10,0
45,15天航海志愿者到创业逆袭之路,苏小瓶聊AI,福建,2023-10-15T12:11:17.021+0800,2493,37,https://articles.zsxq.com/inline_form/id_v0j457v5fiw2.html,12,0
46,一个航海志愿者的平凡之路,了然,吉林,2023-10-15T00:59:27.063+0800,1935,32,https://articles.zsxq.com/inline_form/id_xskq1x0d8xo9.html,0,0
47,AI 写作：60w+ 阅读，变现 200+,姚伟,上海,2023-10-14T17:57:29.029+0800,2396,49,https://articles.zsxq.com/inline_form/id_2j96rh1kpnbw.html,17,0
48,痛累与坚持，中年汪的 AI 学习路,卢克,江苏,2023-10-14T12:55:43.405+0800,2333,36,https://articles.zsxq.com/inline_form/id_c483w671l16h.html,12,0
49,"AI 绘画学习实操心得

大家好，我是书同，我在参加小林老师的第四期 AI 之心写作营。

我是一个曾从零学习设计到进入世界 500 强外企工作多年的资深平面电商设计，摄影爱好者，自从 19 年有了孩子，有了新的拍摄模特，接过儿童亲子写真的拍摄单子，对摄影的审美还是有些感觉的。

另外，我还有曾经全职开皇冠淘宝店一年的经历，提供手工定制服务，对定制类产品一直有兴趣，做过一个 1.5 万粉丝的小红书母婴类账号，这些促成我很乐意去实验儿童人像的定制方向。

这篇文章想主要回顾一下近期对 AI 儿童定制的思考和多角度探索过程，以及 SD 炼丹生成人像学习过程和部分结果。

内容较多请移步飞书：
<e type=""web"" href=""https%3A%2F%2Fp4qrowavmb.feishu.cn%2Fdocx%2FLvoFdFaIHoGIQqx0NqVcWv8jnld"" title=""https%3A%2F%2Fp4qrowavmb.feishu.cn%2Fdocx%2FLvoFdFaIHoGIQqx0..."" />
<e type=""hashtag"" hid=""28888124425811"" title=""%23ai%E7%BB%98%E5%9B%BE%23"" />",她乡的书同,北京,2023-10-14T06:58:35.784+0800,2433,35,,6,0
50,"<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 
AI绘画家居电商落地应用。
痛点：家居类产品都属于大件，要展示的话要么布景，要么3D渲染，费时费钱，特别是灯具类，一款新的灯具上市，要把原来的灯拆下来，搭架子，找工人安装，费墙费工人，费钱。

给一张图，AI绘画直接做场景展示。对于卖家做海报，商品详情，图文矩阵，或者是卖家返图，都是极具应用价值。

对于个人来说，如果做图文卖货，那么用AI卖一件衣服赚多少钱？卖一件家居赚多少钱？",段老湿,天津,2023-10-13T19:01:11.383+0800,1271,17,,19,0
51,一只互联网老鸟的新手 AI 之路,文磊,北京,2023-10-13T16:51:01.181+0800,2179,30,https://articles.zsxq.com/inline_form/id_kvdwhrdvf6aa.html,16,0
52,"AI 小红书： 变现 3W+的经验分享

大家好，我是口袋， AI 产品经理，欧卡疗愈中心游戏化板块主理人，自创泡芙提示词模版，目前主要精力在运营心理赛道的AI小红书，变现 3w+。

目前在参加小林老师的第四期 AI 之心写作营。现将变现的经验分享给大家。

正文请移步飞书链接：
<e type=""web"" href=""https%3A%2F%2Fb1pdxavlar.feishu.cn%2Fdocx%2FSuzKdlKk8oTHTHxMs2bcT6cLnqf%3Ffrom%3Dfrom_copylink"" title=""https%3A%2F%2Fb1pdxavlar.feishu.cn%2Fdocx%2FSuzKdlKk8oTHTHxM..."" />",口袋君,湖北,2023-10-13T14:03:20.923+0800,2183,35,,14,1
53,AI 绘画：从小白到变现1000元,云歌,北京,2023-10-13T13:45:08.360+0800,2258,28,https://articles.zsxq.com/inline_form/id_ttsaw9e7b7io.html,13,0
54,如何借助AI来学习研究华为的一级流程？,甜姐柒柒柒,广东,2023-10-13T12:43:13.384+0800,2140,22,https://articles.zsxq.com/inline_form/id_1047t4tglpzx.html,12,0
55,"花了3分钟使用shortbread制作的漫画，有点意思，操作简单，挺适合小白玩家使用的。
漫画角色的一致性保持的还不错，不过距离专业的生产力工具仍有些差距。
故事情节让GPT生成，可以试试在小红书做短篇连载。",阿强,广东,2023-10-12T23:40:57.022+0800,1292,31,,23,0
56,"挠头～看了<e type=""mention"" uid=""544458115484444"" title=""@%E9%97%AB%E5%B0%8F%E6%9E%97"" /> 半夜的感悟，我也写点

这一年，又要结束了。

我从不制造焦虑，而是缓解焦虑。

人生本身没有意义，但寻找人生的意义有意义。

不必内耗🤦‍♂️过去如何，专注当下，思考未来

看五年，想三年，认认真真干一年。

未来5年，错过什么机会，你会拍断大腿？

未来3年，你要积累什么样的资源和能力，能让目标实现？

未来1年，扎下去具体干什么样的事情？

这个5年和3年，是为了让你对未来保持专注，对时代保持思考，对变化保持敏感。

但是认认真真的干1年，才是真正拉开差距的地方。

穿越周期、锁死趋势、拥抱规划、找到并成为确定性

1.GPT-5 明年会到来
2.多模态能力初见雏形
3.新交互思维会让优先使用者，放大优势
4.应用落地会在部分领域看到价值

看到一些趋势，需要分析两件事：

一、需要具备怎样的能力？
二、当下是否在积累这样的能力？

*先说，近期最大的期待，明年 GPT-5

GPT-5  取消用户向模型发送消息的长度限制。

用户将能够与模型进行更长、更详细的对话，要求它在一条消息中执行多项任务，或者给出更复杂和微妙的指令，这将使模型更加友好和多才多艺。

改进数学计算和逻辑推理，GPT-5将更擅长记忆和保持一致性。

这蕴含了以后提示词的力量。

AI 破局俱乐部，可以说是提示词普及水平最高的社区之一，应该不算谦虚。

高手如云，比如<e type=""mention"" uid=""841521844485142"" title=""@%E5%B0%8F%E4%B8%83%E5%A7%90"" /> <e type=""mention"" uid=""815525541482822"" title=""@%E4%BA%91%E4%B8%AD%E6%B1%9F%E6%A0%91"" /> <e type=""mention"" uid=""422212815145148"" title=""@%E5%88%98%E6%B5%B7"" /> <e type=""mention"" uid=""184214155525152"" title=""@%E4%BA%91%E6%BE%B9%E6%B2%B3"" /> 等等，没艾特的还有不少，我脑子最近好像退化了。

至少把基本功打牢靠，然后在自己熟悉领域进行探索。

他们共同的特点是，【痴迷式的钻研】。

*其次，关于多模态和新交互思维

星球里，有不少展开图像理解的探索、多角色任务和 DALL-3 结合，但显然还不够

GPT-5 在多模态领域，比如

音频和视频输入和输出，以及更多的互动性，比如语音识别和合成、面部表情和情感检测、手势控制。

这些功能将使模型更具沉浸感和吸引力，将把AI带到一个全新的水平。

关于这里，【洋哥】做了一次，内容中标机制改变，提升了【 AI 风向标】的优先级。

可以想到洋哥的前瞻性和苦心。

这里，大家可以多关注<e type=""mention"" uid=""15515225248542"" title=""@%E5%85%83%E5%B3%B0"" /> <e type=""mention"" uid=""422251212828528"" title=""@GoWalker"" />(小潘)等等

他们共同的特点是，【信息源的运用】

*最后，是应用层

可以给出一个公式：

深入行业→分析痛点→收集数据→训练模型→

应用模型→反馈优化

翻译一下：

用户➕场景➕痛点➕专业认知➕数据➕流程➕模型➕提示词工程=解决方案

再举个栗子🌰，中文翻译中文：

餐饮用户，点餐场景，高客单价餐厅，店长如何按需为预约客户提前点餐➕“君臣佐使”排菜方法论➕餐厅菜谱➕服务流程➕结构化提示词

=一个小应用

这里可以关注<e type=""mention"" uid=""825225228842"" title=""@%E7%8E%8B%E5%BC%BA%40ZelinAI"" />，在强哥那里，先从 ZelinAI 做个小应用开始，理解 AI 原生应用的思维过程和能力边界。

再关注<e type=""mention"" uid=""841521182851522"" title=""@%E9%B9%A4%E6%B6%B5"" /> 的帖子，才能理解这样有开发能力的人员，为何会参与设计出，多路召回，处理更复杂的需求。

但应用场景无论怎么分析，只有一个目标就是落地，包括但不限于大模型就是全部。

当你有了初步理解，再去深入挖掘，各行各业场景。

拿身边好友举个例子，说来奇怪，我身边搞应用的都姓“王”。(星球里姓王的，我数了大概 500 左右 ，你们好好做，别让我失望)

他的产品的主要场景：

1、上市公司从发公告到媒体发布普遍需要22分钟以上，我们将此缩短到2分钟内；

2、重大公告都会引发股价剧烈波动如近期大众入股小鹏汽车，观察到公告发布到信息大面积铺开需要20分钟以上，谁能提前获知信息谁便会获得巨大投资优势；

目的是：
1、让订阅股票的用户能够最早拿到公告信息（2分钟以内）；

2、用AI处理公告，变成150字以内简讯，争取用户能10s内看懂，从而为信息面投资做出决策参考。

所以，机会是从哪里来的呢？

从用户需求中来，从用户痛点中来，从信任中来。

如果你是一个有口皆碑的人，一个善于发现痛点需求，并且能够创造性的低成本解决需求的人。

我想，这样的人，是不会缺机会的。

为什么强调学习新东西？

做不会做的事儿才是进步，要学会从失败中学习，不允许自己犯错，只能够做自己熟悉的事儿。

那便没有发展，但环境在变化，学习失败当中的经验。

我始终强调【刻意练习】的力量，OpenAI 也是如此

刻意练习重要的 3 f 原则：专注、反馈、纠正

OpenAI正在开展一个名为OpenAI Academy的项目，这是一个将使用GPT-5提供高质量和负担得起的教育课程的平台，任何想学任何东西的人都可以使用。

OpenAI Academy将允许用户访问各种课程和主题，从数学和科学到音乐和艺术，用户将能够与GPT-5互动，它将充当他们的老师、导师、辅导员或朋友，并在学习过程中提供反馈和指导。

有趣的是，用户还将能够创建自己的课程并与他人分享。

所以，无论你选哪个方面

好好思考自己的战略，多看书，多见人，多学习，多运动，找到热爱，也强大自己的身心。

有些事情，看上去特别微小，特别平常，特别简单。

比如跟着<e type=""mention"" uid=""422128485222188"" title=""@%E7%9A%AE%E7%89%B9"" /> <e type=""mention"" uid=""544458115484444"" title=""@%E9%97%AB%E5%B0%8F%E6%9E%97"" /> 写作训练后，还有没有坚持写，精进写作能力？

皮特、小林反而倒是有。

但恰恰是这些微小、平常、简单的事情，拉开了人与人之间的差距。

然而，我跟洋哥在几个月前就畅聊，构建孵化体系，现在逐步实现。

目前合伙人里，在几个主要领域都涌现出了，领军人物。

洋哥领进门，领到什么程度，一度我以为他不要自己的号了；

修行在各人，小七姐自身极努力，十一天天更新内容，任何价位产品都不会因为价格放松标准。

小林、皮特的产品亦是如此，不用说了，他们的学员输出频率，就足矣证明做事态度。

我跟洋哥说，破局合伙人是啥？是有一天可以反向孵化你，形成联盟。

取之于势，不责于人。(ง•̀_•́)ง

什么是人脉，可以被你帮助的人，才是你的人脉。

优质的内容，持续的平台，真诚的孵化体系

你们的战略定力➕行动=AI 超级个体

关于战略定力，我补充一个小故事：

……………

狂飙男主角-张颂文老师

25 岁，才决定学习表演。

当时在深圳旅行社做了 5 年导游，做到了国内线的经理。

1999 年工资水平，大概在 500 元/月人民币，他那时的收入是 2 万(即使放到现在也不算低)。

突然有人问他，你的梦想是什么？

他答道：我喜欢躺着看电影，太爱电影了。

提问的人说：那做电影就是你的梦想。

上午 10 点问答，下午 4 点飞，北京

1999 年再没回去过～

………………",潘达,美国,2023-10-12T14:02:56.984+0800,2451,77,,14,1
57,"<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 宠物肖像定制
在etsy网站上，看到一些文艺复兴风格的宠物肖像定制店铺，好评率和销量出奇高。目前来看此类肖像应该是AI生成的，在leonardo.ai中通过设置image prompt，可生成店家类似风格的预览图",阿尔,天津,2023-10-12T10:51:41.748+0800,1106,12,,10,1
58,"AI 提示词志愿者复盘｜万字保姆级 SOP

大家好！我是山水，星球编号为 13095。一名第二期「航海 AI 提示词」和「挑战破局行动 180 天 AI 提示词」的志愿者。目前，正在参加小林老师的第四期 AI 之心写作营。

山水参加的是 AI 提示词志愿者，也是船员参与最多的项目。山水在本次航海取得了一些优异战绩并获得优秀志愿者，因此，山水想把自己在本期航海的经验和心得分享给大家，希望能对下一期的航海包括新的志愿者或船员等能有一点帮助。

复盘的主要内容为：

一、第二期航海收获
二、为何成为 AI 提示词志愿者
三、志愿心得分享
四、给星球官方和圈友的建议
五、结语

「说明」因为分享中有视频demo，但是星球的文章编辑器无法展示。因此，为了方便阅读，请各位移步飞书：
<e type=""web"" href=""https%3A%2F%2Fnopuk713m1.feishu.cn%2Fdocx%2FQFcIdD6OMoBMM1xpWPvcLiZMnWe"" title=""https%3A%2F%2Fnopuk713m1.feishu.cn%2Fdocx%2FQFcIdD6OMoBMM1xp..."" />
谢谢！",山水,北京,2023-10-12T07:31:08.961+0800,2101,35,,7,1
59,借势 AI，30 天小赚 1 万,青柠,江西,2023-10-11T22:15:15.480+0800,2175,39,https://articles.zsxq.com/inline_form/id_9ns9oa7xx1vc.html,22,0
60,"<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 

分享个小红书看到的异常值，「死了么APP」
3天涨粉7k+,单条点赞25k,收藏4k,评论7k

这种越是看起来比较有病的越容易爆，和之前的地府管理系统有异曲同工之处~
死了么？ 还在么？升天宝？ 极乐宝？

目前规划功能有以下：

①紧急联系
②签到打卡(签到积分换虚拟墓地)
③祭友匹配
④拜财shen
⑤人生记录(可生成二维码)
⑥时间邮局
⑦我的遗嘱
⑧虚拟墓地选择(第二碑半价)

可以结合AI的点有AI算命、AI座右铭等等",Baoxing,吉林,2023-10-11T12:35:42.514+0800,1275,16,,12,0
61,"<e type=""hashtag"" hid=""15555541155522"" title=""%23AI%E9%A3%8E%E5%90%91%E6%A0%87%23"" /> 
炸裂新思路
刚刚刷抖音看见一个人只用了一个提示词就完整的画出了一套儿童绘本

你将扮演卡通绘本公司的两名策划负责人，一名叫A，一名叫B。A提出了一个创意，希望制作一本关于猫头鹰探险的绘本故事，井用DalE3画出游戏初稿方案。B享到方案后给出优化反馈意见，并同时给出优化后的绘画内容丰富有趣的绘本内容(图片和故事内容共同展现) 。请在接下来的时间里，你扮演A和B两名角色，开始制作这套绘本，并给出绘画作品结果;绘本的画风要求统一。

这确实好像也没什么特别的，但是举一反三，GPT是不是可以扮演多个角色，甚至是整个团队ABCDEFG，进行头脑风暴完成一个项目
模拟双人相声剧本      剧本杀   狼人杀
整个流程下来只需要一个提示词",大疯狂,湖北,2023-10-10T20:30:24.646+0800,1183,29,,20,1
